2025-05-14 12:51:51,188 - INFO - Received reading: Sensor ID=4Inlet Temp Sensor, Type=temperature, Value=25.23, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=8.5
2025-05-14 12:59:07,044 - INFO - Received reading: Sensor ID=TestSensor_25, Type=temperature, Value=27.13, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=5.19
2025-05-14 12:59:07,637 - INFO - Received reading: Sensor ID=TestSensor_26, Type=temperature, Value=23.14, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=12.09
2025-05-14 12:59:08,388 - INFO - Received reading: Sensor ID=TestSensor_27, Type=temperature, Value=25.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=10.97
2025-05-14 12:59:09,016 - INFO - Received reading: Sensor ID=TestSensor_28, Type=temperature, Value=28.0, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-33.0, SNR=6.99
2025-05-14 12:59:09,677 - INFO - Received reading: Sensor ID=TestSensor_29, Type=temperature, Value=27.07, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-32.0, SNR=9.67
2025-05-14 12:59:10,417 - INFO - Received reading: Sensor ID=TestSensor_30, Type=temperature, Value=28.64, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-74.0, SNR=8.09
2025-05-14 12:59:11,038 - INFO - Received reading: Sensor ID=TestSensor_31, Type=temperature, Value=28.58, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=10.69
2025-05-14 12:59:11,659 - INFO - Received reading: Sensor ID=TestSensor_32, Type=temperature, Value=26.26, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-30.0, SNR=8.78
2025-05-14 12:59:12,281 - INFO - Received reading: Sensor ID=TestSensor_33, Type=temperature, Value=29.42, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=5.86
2025-05-14 12:59:12,894 - INFO - Received reading: Sensor ID=TestSensor_34, Type=temperature, Value=26.05, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-75.0, SNR=12.62
2025-05-14 12:59:13,513 - INFO - Received reading: Sensor ID=TestSensor_35, Type=temperature, Value=25.09, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=11.18
2025-05-14 12:59:14,109 - INFO - Received reading: Sensor ID=TestSensor_36, Type=temperature, Value=29.68, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-50.0, SNR=5.4
2025-05-14 12:59:14,663 - INFO - Received reading: Sensor ID=TestSensor_37, Type=temperature, Value=25.85, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-51.0, SNR=8.14
2025-05-14 12:59:15,459 - INFO - Received reading: Sensor ID=TestSensor_38, Type=temperature, Value=20.48, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=13.17
2025-05-14 12:59:16,011 - INFO - Received reading: Sensor ID=TestSensor_39, Type=temperature, Value=24.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=11.85
2025-05-14 12:59:16,592 - INFO - Received reading: Sensor ID=TestSensor_40, Type=temperature, Value=28.82, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-75.0, SNR=10.39
2025-05-14 12:59:17,551 - INFO - Received reading: Sensor ID=TestSensor_41, Type=temperature, Value=29.44, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=11.31
2025-05-14 12:59:18,133 - INFO - Received reading: Sensor ID=TestSensor_42, Type=temperature, Value=28.68, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-66.0, SNR=9.4
2025-05-14 12:59:18,758 - INFO - Received reading: Sensor ID=TestSensor_43, Type=temperature, Value=28.94, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=8.16
2025-05-14 12:59:19,874 - INFO - Received reading: Sensor ID=TestSensor_44, Type=temperature, Value=28.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=7.59
2025-05-14 12:59:20,406 - INFO - Received reading: Sensor ID=TestSensor_45, Type=temperature, Value=22.62, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=6.46
2025-05-14 12:59:20,988 - INFO - Received reading: Sensor ID=TestSensor_46, Type=temperature, Value=29.66, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=12.29
2025-05-14 12:59:21,614 - INFO - Received reading: Sensor ID=TestSensor_47, Type=temperature, Value=24.54, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-35.0, SNR=12.34
2025-05-14 12:59:22,194 - INFO - Received reading: Sensor ID=TestSensor_48, Type=temperature, Value=26.46, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-67.0, SNR=8.73
2025-05-14 12:59:23,164 - INFO - Received reading: Sensor ID=TestSensor_49, Type=temperature, Value=21.28, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-43.0, SNR=13.95
2025-05-14 12:59:24,129 - INFO - Received reading: Sensor ID=TestSensor_50, Type=temperature, Value=27.41, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-41.0, SNR=12.65
2025-05-14 12:59:24,714 - INFO - Received reading: Sensor ID=TestSensor_51, Type=temperature, Value=20.23, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=11.94
2025-05-14 12:59:25,275 - INFO - Received reading: Sensor ID=TestSensor_52, Type=temperature, Value=26.02, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-65.0, SNR=13.05
2025-05-14 12:59:25,915 - INFO - Received reading: Sensor ID=TestSensor_53, Type=temperature, Value=25.81, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=9.58
2025-05-14 12:59:26,755 - INFO - Received reading: Sensor ID=TestSensor_54, Type=temperature, Value=28.92, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=13.17
2025-05-14 12:59:27,423 - INFO - Received reading: Sensor ID=TestSensor_55, Type=temperature, Value=21.37, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-51.0, SNR=5.11
2025-05-14 12:59:28,615 - INFO - Received reading: Sensor ID=TestSensor_56, Type=temperature, Value=20.04, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-50.0, SNR=12.64
2025-05-14 12:59:29,790 - INFO - Received reading: Sensor ID=TestSensor_57, Type=temperature, Value=27.9, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=7.45
2025-05-14 12:59:30,416 - INFO - Received reading: Sensor ID=TestSensor_58, Type=temperature, Value=29.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-72.0, SNR=6.44
2025-05-14 12:59:31,018 - INFO - Received reading: Sensor ID=TestSensor_59, Type=temperature, Value=27.58, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=13.74
2025-05-14 12:59:31,602 - INFO - Received reading: Sensor ID=TestSensor_60, Type=temperature, Value=28.81, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=7.37
2025-05-14 12:59:32,196 - INFO - Received reading: Sensor ID=TestSensor_61, Type=temperature, Value=26.17, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=13.51
2025-05-14 12:59:33,144 - INFO - Received reading: Sensor ID=TestSensor_62, Type=temperature, Value=22.38, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=14.32
2025-05-14 12:59:34,379 - INFO - Received reading: Sensor ID=TestSensor_63, Type=temperature, Value=29.12, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-32.0, SNR=10.05
2025-05-14 12:59:34,936 - INFO - Received reading: Sensor ID=TestSensor_64, Type=temperature, Value=26.7, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-33.0, SNR=7.24
2025-05-14 12:59:35,495 - INFO - Received reading: Sensor ID=TestSensor_65, Type=temperature, Value=25.74, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=12.3
2025-05-14 12:59:36,256 - INFO - Received reading: Sensor ID=TestSensor_66, Type=temperature, Value=26.97, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-55.0, SNR=14.1
2025-05-14 12:59:36,842 - INFO - Received reading: Sensor ID=TestSensor_67, Type=temperature, Value=25.17, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-44.0, SNR=13.98
2025-05-14 12:59:37,452 - INFO - Received reading: Sensor ID=TestSensor_68, Type=temperature, Value=23.08, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-46.0, SNR=6.76
2025-05-14 12:59:38,016 - INFO - Received reading: Sensor ID=TestSensor_69, Type=temperature, Value=27.3, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-70.0, SNR=8.32
2025-05-14 12:59:38,764 - INFO - Received reading: Sensor ID=TestSensor_70, Type=temperature, Value=29.22, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=5.41
2025-05-14 12:59:39,344 - INFO - Received reading: Sensor ID=TestSensor_71, Type=temperature, Value=24.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=10.95
2025-05-14 12:59:40,014 - INFO - Received reading: Sensor ID=TestSensor_72, Type=temperature, Value=21.41, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-70.0, SNR=10.09
2025-05-14 12:59:40,554 - INFO - Received reading: Sensor ID=TestSensor_73, Type=temperature, Value=29.97, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-50.0, SNR=9.53
2025-05-14 12:59:41,500 - INFO - Received reading: Sensor ID=TestSensor_74, Type=temperature, Value=23.48, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=12.0
2025-05-14 12:59:42,078 - INFO - Received reading: Sensor ID=TestSensor_75, Type=temperature, Value=29.4, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=8.05
2025-05-14 12:59:42,726 - INFO - Received reading: Sensor ID=TestSensor_76, Type=temperature, Value=20.28, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-54.0, SNR=7.21
2025-05-14 12:59:43,809 - INFO - Received reading: Sensor ID=TestSensor_77, Type=temperature, Value=28.68, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=13.73
2025-05-14 12:59:45,451 - INFO - Received reading: Sensor ID=TestSensor_78, Type=temperature, Value=25.68, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=9.9
2025-05-14 12:59:46,178 - INFO - Received reading: Sensor ID=TestSensor_79, Type=temperature, Value=20.42, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=5.86
2025-05-14 12:59:46,779 - INFO - Received reading: Sensor ID=TestSensor_80, Type=temperature, Value=21.96, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=12.85
2025-05-14 12:59:47,557 - INFO - Received reading: Sensor ID=TestSensor_81, Type=temperature, Value=27.46, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=12.05
2025-05-14 12:59:48,159 - INFO - Received reading: Sensor ID=TestSensor_82, Type=temperature, Value=23.54, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-59.0, SNR=9.75
2025-05-14 12:59:48,764 - INFO - Received reading: Sensor ID=TestSensor_83, Type=temperature, Value=29.01, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=6.63
2025-05-14 12:59:49,608 - INFO - Received reading: Sensor ID=TestSensor_84, Type=temperature, Value=28.28, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=9.53
2025-05-14 12:59:50,195 - INFO - Received reading: Sensor ID=TestSensor_85, Type=temperature, Value=23.15, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=13.35
2025-05-14 12:59:50,763 - INFO - Received reading: Sensor ID=TestSensor_86, Type=temperature, Value=29.25, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-74.0, SNR=9.56
2025-05-14 12:59:51,401 - INFO - Received reading: Sensor ID=TestSensor_87, Type=temperature, Value=20.25, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=10.75
2025-05-14 12:59:52,039 - INFO - Received reading: Sensor ID=TestSensor_88, Type=temperature, Value=25.24, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=9.53
2025-05-14 12:59:52,614 - INFO - Received reading: Sensor ID=TestSensor_89, Type=temperature, Value=21.32, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-46.0, SNR=13.55
2025-05-14 12:59:53,157 - INFO - Received reading: Sensor ID=TestSensor_90, Type=temperature, Value=25.85, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=11.65
2025-05-14 12:59:53,714 - INFO - Received reading: Sensor ID=TestSensor_91, Type=temperature, Value=28.23, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-53.0, SNR=6.5
2025-05-14 12:59:54,295 - INFO - Received reading: Sensor ID=TestSensor_92, Type=temperature, Value=27.2, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-34.0, SNR=12.8
2025-05-14 12:59:54,939 - INFO - Received reading: Sensor ID=TestSensor_93, Type=temperature, Value=29.6, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=14.53
2025-05-14 12:59:55,575 - INFO - Received reading: Sensor ID=TestSensor_94, Type=temperature, Value=25.85, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-40.0, SNR=13.45
2025-05-14 12:59:56,199 - INFO - Received reading: Sensor ID=TestSensor_95, Type=temperature, Value=29.48, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-74.0, SNR=13.97
2025-05-14 12:59:56,793 - INFO - Received reading: Sensor ID=TestSensor_96, Type=temperature, Value=25.89, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=12.03
2025-05-14 12:59:57,377 - INFO - Received reading: Sensor ID=TestSensor_97, Type=temperature, Value=23.15, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=8.71
2025-05-14 12:59:58,096 - INFO - Received reading: Sensor ID=TestSensor_98, Type=temperature, Value=25.98, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=12.89
2025-05-14 12:59:58,748 - INFO - Received reading: Sensor ID=TestSensor_99, Type=temperature, Value=21.15, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=11.49
2025-05-14 12:59:59,317 - INFO - Received reading: Sensor ID=TestSensor_100, Type=temperature, Value=27.14, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-49.0, SNR=14.22
2025-05-14 12:59:59,959 - INFO - Received reading: Sensor ID=TestSensor_101, Type=temperature, Value=28.92, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-79.0, SNR=13.47
2025-05-14 13:00:00,557 - INFO - Received reading: Sensor ID=TestSensor_102, Type=temperature, Value=25.14, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=7.19
2025-05-14 13:00:01,158 - INFO - Received reading: Sensor ID=TestSensor_103, Type=temperature, Value=25.68, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-49.0, SNR=6.93
2025-05-14 13:00:01,744 - INFO - Received reading: Sensor ID=TestSensor_104, Type=temperature, Value=28.18, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=9.04
2025-05-14 13:00:03,097 - INFO - Received reading: Sensor ID=TestSensor_105, Type=temperature, Value=27.46, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=12.71
2025-05-14 13:00:03,702 - INFO - Received reading: Sensor ID=TestSensor_106, Type=temperature, Value=21.48, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=5.96
2025-05-14 13:00:06,662 - INFO - Received reading: Sensor ID=TestSensor_107, Type=temperature, Value=27.99, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=14.97
2025-05-14 13:00:07,303 - INFO - Received reading: Sensor ID=TestSensor_108, Type=temperature, Value=26.11, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=11.29
2025-05-14 13:00:08,096 - INFO - Received reading: Sensor ID=TestSensor_109, Type=temperature, Value=22.75, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-40.0, SNR=5.86
2025-05-14 13:00:10,726 - INFO - Received reading: Sensor ID=TestSensor_110, Type=temperature, Value=20.5, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-51.0, SNR=12.65
2025-05-14 13:00:11,295 - INFO - Received reading: Sensor ID=TestSensor_111, Type=temperature, Value=20.2, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=10.98
2025-05-14 13:00:11,917 - INFO - Received reading: Sensor ID=TestSensor_112, Type=temperature, Value=24.29, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=13.49
2025-05-14 13:00:12,520 - INFO - Received reading: Sensor ID=TestSensor_113, Type=temperature, Value=23.2, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-38.0, SNR=14.11
2025-05-14 13:00:14,721 - INFO - Received reading: Sensor ID=TestSensor_114, Type=temperature, Value=29.19, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-60.0, SNR=9.26
2025-05-14 13:00:17,383 - INFO - Received reading: Sensor ID=TestSensor_115, Type=temperature, Value=29.25, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=10.98
2025-05-14 13:00:18,132 - INFO - Received reading: Sensor ID=TestSensor_116, Type=temperature, Value=26.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-60.0, SNR=6.8
2025-05-14 13:00:19,411 - INFO - Received reading: Sensor ID=TestSensor_117, Type=temperature, Value=21.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=7.82
2025-05-14 13:00:20,015 - INFO - Received reading: Sensor ID=TestSensor_118, Type=temperature, Value=27.86, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-54.0, SNR=7.78
2025-05-14 13:00:22,408 - INFO - Received reading: Sensor ID=TestSensor_119, Type=temperature, Value=26.52, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=7.99
2025-05-14 13:00:24,723 - INFO - Received reading: Sensor ID=TestSensor_120, Type=temperature, Value=22.24, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=8.96
2025-05-14 13:00:25,285 - INFO - Received reading: Sensor ID=TestSensor_121, Type=temperature, Value=21.0, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-64.0, SNR=6.06
2025-05-14 13:00:25,880 - INFO - Received reading: Sensor ID=TestSensor_122, Type=temperature, Value=24.59, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=12.13
2025-05-14 13:00:26,507 - INFO - Received reading: Sensor ID=TestSensor_123, Type=temperature, Value=20.81, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-65.0, SNR=11.81
2025-05-14 13:00:27,160 - INFO - Received reading: Sensor ID=TestSensor_124, Type=temperature, Value=22.35, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=10.29
2025-05-14 13:00:29,459 - INFO - Received reading: Sensor ID=TestSensor_125, Type=temperature, Value=23.01, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=6.11
2025-05-14 13:00:31,414 - INFO - Received reading: Sensor ID=TestSensor_126, Type=temperature, Value=28.16, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=12.8
2025-05-14 13:00:32,654 - INFO - Received reading: Sensor ID=TestSensor_127, Type=temperature, Value=21.66, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-75.0, SNR=9.3
2025-05-14 13:00:35,073 - INFO - Received reading: Sensor ID=TestSensor_128, Type=temperature, Value=20.51, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-31.0, SNR=10.89
2025-05-14 13:00:35,682 - INFO - Received reading: Sensor ID=TestSensor_129, Type=temperature, Value=28.54, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=14.53
2025-05-14 13:00:36,278 - INFO - Received reading: Sensor ID=TestSensor_130, Type=temperature, Value=23.52, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=13.81
2025-05-14 13:00:36,820 - INFO - Received reading: Sensor ID=TestSensor_131, Type=temperature, Value=24.82, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-54.0, SNR=14.78
2025-05-14 13:00:37,429 - INFO - Received reading: Sensor ID=TestSensor_132, Type=temperature, Value=24.8, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=8.95
2025-05-14 13:00:38,043 - INFO - Received reading: Sensor ID=TestSensor_133, Type=temperature, Value=22.52, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-53.0, SNR=7.1
2025-05-14 13:00:38,770 - INFO - Received reading: Sensor ID=TestSensor_134, Type=temperature, Value=27.22, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-75.0, SNR=12.58
2025-05-14 13:00:39,370 - INFO - Received reading: Sensor ID=TestSensor_135, Type=temperature, Value=21.89, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=12.24
2025-05-14 13:00:40,001 - INFO - Received reading: Sensor ID=TestSensor_136, Type=temperature, Value=24.26, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=12.46
2025-05-14 13:00:40,577 - INFO - Received reading: Sensor ID=TestSensor_137, Type=temperature, Value=28.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-70.0, SNR=10.49
2025-05-14 13:00:41,454 - INFO - Received reading: Sensor ID=TestSensor_138, Type=temperature, Value=29.98, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-66.0, SNR=8.26
2025-05-14 13:00:42,483 - INFO - Received reading: Sensor ID=TestSensor_139, Type=temperature, Value=28.22, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=9.48
